705	1120
706	650|31|667|290
707	518|318
708	598
709	254|235
710	466|46
711	49|310
712	239|887|150
713	46|31|6849|94
714	2078|448
715	3199|836
716	577|3084|391
717	735|310
718	838|456|1055
719	744
720	837
721	180|57
722	1470|1603
723	1598
724	44|67
725	52|1767
726	165|16515
727	27|809
728	957
729	3001|105
730	5157
731	4889|6
732	2048
733	11322|75|31
734	5657
735	2926
736	18
737	2291
738	584|852|1451|100
739	650
740	4106|117
741	1035|27|31
742	812|2565
743	1191|112
744	1470|131
745	98|540
746	2305
747	1120|29|38
748	251|52
749	917|289
750	238|2981
751	462|115
752	2657
753	300|163
754	1069|1012|150
755	4177
756	3707|27
757	359|391
758	899
759	43|48
760	2554|1926|201
761	46|755|1120
762	2482
763	507|95
764	8993
765	227|1008
766	1976
767	46|615
768	952
769	238|3456
770	3564|27
771	413
772	40|52
773	502|657
774	1512
775	577|3084
776	2086
777	1107|276
778	1588|1074
779	36|75|119
780	2063
781	49
782	140
783	1069|150
784	67|139
785	962|217
786	3891|746|224|329|6
787	443|228
788	616
789	180|31|667|290
790	1592|3988
791	2553|27
792	148|611|325
793	1145|2824|406
794	2250|1344
795	2058|316
796	842|100
797	1938
798	1223|10655
799	4702|884
800	1683|3051
801	206|259|4
802	37883
803	2905|534
804	772|3044
805	196|2142
806	379|286
807	1207
808	475|8326|228
809	254|925
810	5680
811	239|150
812	1294
813	128|6
814	2049|70
815	502
816	200|88
817	4428|100
818	1395
819	46|455|3404
820	1014|227
821	2498|850|100
822	4578|3787
823	313|195
824	404|2597
825	95|6
826	46|467|31
827	17430
828	2235|27
829	402|128
830	126
831	65|211
832	1669
833	52|40|251
834	5235|6478
835	505|7215
836	2900|7792
837	1778
838	225|840
839	3864|9375
840	1649|79
841	64
842	2064
843	978
844	568
845	775|6711|38
846	2734
847	4300|153
848	248|462|115
849	3180
850	437|27|290
851	4|61|143
852	1808|2076
853	13173
854	82|67
855	25|413
856	6758|27
857	585
858	46|467|38
859	2914|164|38
860	507
861	505|4651
862	2579
863	50|230
864	3281|1341
865	2606
866	1048
867	1665
868	3485|788
869	265|126
870	27|64
871	1762|2035
872	1835|95
873	225|128|1100
874	2395|396
875	3972
876	195|67
877	5684|2889|1040
878	8377|1503
879	83|630|1719
880	62|117
881	531|131
882	697|1434
883	49|730
884	706
885	702|15|153
886	1545|75|31|75|31
887	211|842
888	250|270|17
889	8584
890	640|623
891	844|24
892	1121|1747|3880
893	927|65
894	164|31|38
895	1428
896	578
897	935|555
898	2824|406|6
899	217|1079
900	4744
901	1035|679|27
902	1136|105
903	1779
904	443|456|1055
905	326|6
906	315|269|567
907	278
908	4284|1992
909	379|3371
910	13169
911	1066|6617
912	867
913	3087
914	239
915	9489|265
916	2145
917	379
918	157
919	7334
920	36254|26595|37119|38365|43944|25386|60
921	40|1289
922	11584
923	2655|955|678
924	9533
925	230|1202
926	1812|613
927	318|548
928	3024|526
929	1850
930	854
931	4905
932	3444
933	396|126
934	5958|917
935	4788
936	978|40|251
937	299
938	289|6
939	60|211
940	700|204
941	532|877|9815
942	748
943	1074
944	109|3316
945	1024
946	1006|27
947	929
948	974|1179|4163
949	45|336|6931
950	1848|637
951	2104
952	1057|3214
953	2096
954	3269
955	1185|115
956	11|676|69
957	1309
958	1165
959	5546|5928|89
960	1621
961	488|3206
962	1106|105
963	16|67
964	3247|1013
965	46|755
966	335|310
967	3585
968	502|217|1079
969	27|166|185
970	3843|231
971	891
972	52|278|72
973	706|6964
974	857
975	414|807|1124
976	395|3087|75|31
977	182|117
978	282|310
979	1254
980	9209
981	25|95|1098
982	986|770|1690|2112
983	31|29|38
984	466|31|1225
985	1328
986	46|31|38
987	49|971
988	98|540|26738
989	17018
990	144
991	2824|406
992	254|31
993	740
994	8937|1185
995	1818|127|2504|615
996	289|100
997	755
998	12215|385
999	1954
1000	31|6
1001	2271
1002	4650
1003	1199|418
1004	53|570
1005	1524|128
1006	3170|191
1007	861
1008	3545|6
1009	46|449|478
1010	186|7421
1011	82|67|497
1012	1566
1013	2732
1014	180|31|38
1015	921
1016	117|72|290
1017	45|48
1018	165|1798
1019	279|1060
1020	341|344
1021	29|180|57
1022	1392
1023	219|27|290
1024	216
1025	148|171
1026	45|327|48|32
1027	1935|276
1028	2425
1029	1212|57
1030	934|13169
1031	838|228
1032	1568|6546
1033	315
1034	1840
1035	1063|1256
1036	11417
1037	46|1325|1501
1038	245|52
1039	877|3257|100
1040	689|14685
1041	2020|95
1042	298|72
1043	3726|534
1044	568|32
1045	255|807|1124|91
1046	463|27|809
1047	1606|596|48
1048	53|5334
1049	369
1050	1853|4025
1051	238|6750
1052	3962|2906
1053	164|72
1054	851|1816|1754|91
1055	117|1005|290
1056	2385|27
1057	132|79
1058	1067
1059	326|32
1060	395|788
1061	10906|598
1062	1793
1063	12|1812|222|68
1064	1316|617|31
1065	2839
1066	3257
1067	2911
1068	46|1120
1069	1997
1070	254|75|31|1545
1071	46|31|42
1072	472|276
1073	1169
1074	3247|52
1075	885|3157
1076	804
1077	500|6
1078	281
1079	382|95
1080	1493
1081	30735
1082	46|467|164|38
1083	162|95
1084	2029|105
1085	42|735
1086	2489
1087	165|1540|1798
1088	251|56
1089	2047|811
1090	327|122|48|6
1091	1653
1092	79|38
1093	44|7
1094	2597
1095	238|6413
1096	1066
1097	29
1098	538|1294
1099	1516|61
1100	2610
1101	4011
1102	676|3117|6
1103	768|196
1104	2737|1155
1105	328|487
1106	238|15|5666
1107	602
1108	217|13
1109	2231
1110	238|5666
1111	7239
1112	633|1840
1113	2553
1114	1107
1115	1038
1116	48|528
1117	18|4|567
1118	3060|1402
1119	1252
1120	70|276
1121	382
1122	363|776
1123	5867
1124	1831|4
1125	437|27|17
1126	434|31|613|42|721|897|435
1127	165|30
1128	45|180|31
1129	630|1719|100
1130	16071
1131	13496
1132	38|31
1133	3147
1134	230|1193|811
1135	4030
1136	70|157
1137	315|637
1138	4818|1220
1139	148|542|1232
1140	3337|95
1141	633|2689
1142	4518
1143	6937
1144	2655|324
1145	177|324
1146	238|27|79
1147	2370
1148	31|38|131
1149	423|286
1150	45|877|3257|100
1151	868|79
1152	1542|926
1153	1125
1154	455|613
1155	219|679|27
1156	489|4234
1157	8578|5164|518
1158	1406|67
1159	2562
1160	1928
1161	1054
1162	2657|6986
1163	489|265|71|126
1164	1929
1165	2256
1166	7409|118
1167	1431
1168	2499
1169	6100
1170	70|852|100
1171	25
1172	528|48
1173	327|122
1174	1319
1175	14229|4361|79
1176	637
1177	27|527
1178	45|27
1179	2060|373
1180	1494
1181	197|67|76
1182	142|1053
1183	2638
1184	191|13
1185	1066|6980
1186	70|276|100
1187	7092
1188	6635|1572
1189	2322|615
1190	3070
1191	35|274|2|67|76
1192	3166|117|6
1193	1703
1194	500
1195	37119|25386|35548|38365|34612|15|52107|26322|34612|26322|37900|54688|33928|37900|44936|60
1196	5765
1197	255|1308|711|71
1198	371|2060
1199	2858
1200	3190
1201	4795
1202	132|66
1203	180|31|3404
1204	630|100
1205	11885
1206	2187
1207	1705|534
1208	66|184
1209	449|478|75|31|1156
1210	1493|115
1211	326|331|32
1212	1121|4
1213	679|27|79|38
1214	209|158|3084
1215	509|1493|115
1216	843|423|1294
1217	1082|95
1218	3630|1183
1219	1669|100
1220	300|17|4474
1221	43|225|128
1222	550
1223	6240|730
1224	3922|75|31
1225	2475
1226	82|1290|410|341|2334
1227	1814
1228	832
1229	372|13
1230	2430|2140|4140
1231	505|70
1232	1577|683|128
1233	912|70
1234	466|46|467|164|38
1235	3827|2212
1236	615
1237	891|10636
1238	1689|2163
1239	1812
1240	1935|71
1241	1143|6
1242	2820|6
1243	2220|526
1244	69|1106|3213
1245	4863
1246	243|1706|201
1247	1623
1248	890
1249	1135|79
1250	3629|201
1251	1799
1252	660|31
1253	291|6
1254	1706|201
1255	324
1256	5565|540|518
1257	4319
1258	46
1259	468|136
1260	70|143
1261	733|37|344
1262	2331|27
1263	7522
1264	6611|1186
1265	987|4716
1266	1259|105
1267	1994|132|226
1268	3119
1269	29|241
1270	1853
1271	1185|3705
1272	267|549
1273	70|344
1274	382|11252|1278
1275	6868|1183
1276	895|116
1277	2405|2400
1278	1278
1279	61001
1280	4058
1281	67|6
1282	426
1283	4733|1553|3815
1284	19194
1285	88
1286	25|20|18
1287	219|27|126|290
1288	487|487
1289	5868
1290	19190|91
1291	29|31
1292	20932|117
1293	2934
1294	875|6
1295	2812|27
1296	2655
1297	565|450|91
1298	2322|38
1299	165|45
1300	70|64
1301	467|91
1302	466|775|38
1303	346
1304	434|105
1306	1121|4478
1307	2460
1308	3147|1780
1309	2317
1310	1231|6
1311	1705|291
1312	250|270|753
1313	622
1314	434|31|290
1315	45|336
1316	225|115
1317	533
1318	722|49
1319	4179|911|4620
1320	4344
1321	267|549|150
1322	13170
1323	769
1324	63
1325	2496
1326	1644|67
1327	2578
1328	5136
1329	5853
1330	1185|4785
1331	156|6|48|32
1332	494|396
1333	1405|115
1334	1094|3421|6
1335	281|35|181|897|314|112
1336	5906
1337	219|469|6885
1338	363|6
1339	3696
1340	1876|1275
1341	143|24
1342	1532
1343	59|12|857|11
1344	1763
1345	4587
1346	3193
1347	473|97|453
1348	271|48
1349	851|1816|1754|954
1350	1623|71
1351	340|30
1352	104|2
1353	764
1354	610|9753
1355	5159|1472
1356	239|1260|1020|150
1357	2420|235
1358	2004
1359	10764|6
1360	40
1361	2309|31
1362	148|2|171
1363	1212
1364	520
1365	308|587|1702
1366	706|4834
1367	7505
1368	2943|217
1369	352|136
1370	2935
1371	4966|3823|290
1372	177
1373	912|1763
1374	1697|854
1375	2713|2805|6
1376	886|895
1377	988
1378	62|48
1379	61|143|131
1380	13|48
1381	2303|95
1382	25|117
1383	3172|484
1384	5175|17
1385	3399
1386	44|249
1387	1291
1388	6923|115
1389	333|820
1390	136|32
1391	1818|127|2504|29
1392	2180|27|290
1393	918|201
1394	7006
1395	798|4
1396	265|71|126
1397	49|225|241
1398	1687
1399	1133
1400	68|2|1121|4
1401	1713|239
1402	1476|560
1403	735|862|613
1404	2246
1405	1448
1406	598|6
1407	445
1408	352|48
1409	3836|71
1410	744|3493
1411	1145|1840
1412	437|0|5166
1413	379|286|1758
1414	1790
1415	44|230|1202
1416	449|478|82
1417	3420|2586
1418	136|17
1419	1120|164|38
1420	207
1421	1997|6
1422	895
1423	868|337
1424	3144
1425	392
1426	706|9086
1427	3552
1428	437|0|4344
1429	38
1430	202|251|1204
1431	3160
1432	73452|31|38
1433	250|27|270|753
1434	373|938
1435	1818|127|2504|164
1436	1588
1437	7625
1438	4174|2019|100
1439	2299|2910
1440	2706|586
1441	1955|2141
1442	2764|67|2619
1443	128|122
1444	1848
1445	2267
1446	3020|3998
1447	70|1191
1448	53|463|110|615
1449	1291|2448
1450	3806
1451	1050|6
1452	8577
1453	1473
1454	2837
1455	1933|31
1456	3595
1457	4528|1436
1458	233|1040
1459	2935|1618
1460	917|100
1461	531|72
1462	1434
1463	1055
1464	1649|628
1465	449|478|14|12|1548
1466	1431|6
1467	4915
1468	2436|8281
1469	832|29|57
1470	1183
1471	4063
1472	23413|23413|2349
1473	228|1055
1474	6122|2627
1475	2285
1476	489|71
1477	27|252
1478	2551
1479	1740|116
1480	3147|3807
1481	227|13
1482	32713|15|3932
1483	887|488|3206
1484	366
1485	2060
1486	532|50|230|518
1487	3301|1346
1488	772|562|558|126
1489	550|70
1490	3325
1491	1277|48
1492	180|446
1493	53|300|227|6
1494	1759|3165
1495	148|2913
1496	148|6
1497	4475|27
1498	2202
1499	31|38|72
1500	209|158|531|36|2271
1501	3209
1502	1542|335
1503	62|4509
1504	368
1505	413|70
1506	274|67
1507	3988|75|31
1508	2989
1509	446
1510	9585
1511	3944
1512	4509
1513	109|71
1514	143|6
1515	2799
1516	1326
1517	143|61
1518	4081
1519	449|478|1548
1520	429|679|27
1521	108|568
1522	437|0|4980
1523	472|3141
1524	7839
1525	1143
1526	70|519
1527	7049
1528	115|6
1529	84404
1530	62|379|286
1531	3206|488
1532	1387
1533	565|450
1534	4963
1535	557|105
1536	988|30
1537	421
1538	148|2913|2|171
1539	1337
1540	5800|75|31
1541	3520
1542	735|1106
1543	283|60
1544	118|702|112
1545	449|478|328|290
1546	326|820
1547	13170|371
1548	2021|2174|228
1549	892
1550	1025|735
1551	3953
1552	5151
1553	488|3206|72
1554	4030|70
1555	2526|980
1556	143|497
1557	19703
1558	13|191
1559	888
1560	27|53
1561	7680
1562	3161
1563	912|1186
1564	2945
1565	27|17
1566	5038
1567	40|75|31|290
1568	560
1569	3404
1570	3387
1571	3629|5746
1572	180|31|613|42|721|897|435
1573	250|265
1574	96|327|6
1575	763|127|2797
1576	849|5138
1577	5526
1578	900|27
1579	466|31|2914
1580	313
1581	10136|1071
1582	3219
1583	485|327|6
1584	209|158|31|2740|38
1585	2029|1229
1586	6074
1587	2996|1165
1588	236|117
1589	3274|70
1590	1355|406
1591	308|298
1592	165|29
1593	2589
1594	1772
1595	1117|310
1596	1147|191
1597	812|3114
1598	27|79|38
1599	816|344
1600	3302
1601	109|2169
1602	3057|31|2740
1603	4743|3147|1780
1604	1443
1605	1894
1606	935|48|32
1607	2434|1046|2411
1608	1460
1609	2900
1610	2391|235
1611	1571|117
1612	1057|488
1613	45|180|75|31
1614	3062|276
1615	677|300|17
1616	497|67|76
1617	1221|697
1618	46|237
1619	1447|70
1620	32
1621	1153
1622	280|919
1623	2422|2035
1624	1395|407
1625	6403
1626	1244
1627	25|117|72
1628	6796
1629	445|4426|2497
1630	132|2969
1631	4329
1632	3058
1633	523|5682|565
1634	3160|298|6
1635	60|100
1636	5323|1432|31
1637	45|250|27
1638	689|526
1639	935
1640	42|335|310
1641	563|48
1642	575
1643	1317
1644	341|2334
1645	466|31|103|131
1646	248|6
1647	310|49
1648	45|455
1649	414|807
1650	1686
1651	4934
1652	411
1653	838|456
1654	1679|24
1655	250|27|126
1656	4503
1657	46|1097
1658	1626|126
1659	310|335
1660	110|6937
1661	2020
1662	12396|615
1663	244|7
1664	1499
1665	52|1013
1666	5655
1667	8465
1668	656
1669	701|1242
1670	4531
1671	31|2963|615
1672	13
1673	1402|1077
1674	67|793
1675	8297|3051
1676	326|331
1677	558
1678	1459|1120|38
1679	9137|12|35|221
1680	2436|8533
1681	1955
1682	79|1454
1683	609|475
1684	3913|2082
1685	46|467|667
1686	7510
1687	528|210
1688	1403|3988
1689	992|5007
1690	475|52|228
1691	111|291
1692	2000|764
1693	2396
1694	2595
1695	9578
1696	2590
1697	689|526|13
1698	4758|1568
1699	4705
1700	343|5922
1701	233|144
1702	70|1174
1703	3124
1704	18|333
1705	405
1706	7243
1707	8807|6330|89
1708	82|216|709
1709	506|1267
1710	1545|4966
1711	1259|217
1712	295|470
1713	1049
1714	532|117
1715	489|676|7984
1716	551|840
1717	53|1107
1718	1306|693
1719	526|142|65
1720	1271
1721	4170
1722	1094|239|3528
1723	849|9775|270
1724	3827
1725	10217|48|6
1726	706|7826
1727	209|3942
1728	372
1729	761
1730	16|221
1731	974|1179|1156
1732	42|310
1733	1638
1734	13516|3229
1735	5205|265|71
1736	818|31|6
1737	2435|94
1738	973
1739	15993|3130
1740	1254|118
1741	1779|151|12|11
1742	5545
1743	576|606
1744	2320|1052
1745	2931
1746	4219
1747	1427|407
1748	110|298|72
1749	1269|886
1750	22922
1751	2926|2950|3190
1752	624|299|682
1753	575|602
1754	1618|3479
1755	2986
1756	3090|115
1757	2051
1758	14311|1572
1759	4935|27|6
1760	5887
1761	24833|82888
1762	45|818|31|613
1763	3386|71
1764	4799
1765	2756
1766	1121|4478|2561
1767	1078
1768	53323
1769	8996
1770	5817|31
1771	2410|6733
1772	238|15|2720
1773	4853
1774	271
1775	1431|2910
1776	165|1668
1777	5166
1778	2677|1625|27
1779	82|580|80|148
1780	2632
1781	1110
1782	1208
1783	1438
1784	705|491|91
1785	383|110|298
1786	4217
1787	2914|38
1788	243|4153
1789	46|2450
1790	115|462
1791	2460|155|12|1183
1792	1088
1793	70|276|319
1794	1424|1660
1795	1466
1796	4802
1797	105|79
1798	679|27|149
1799	3367|1125
1800	6963
1801	706|11393
1802	1470
1803	49|225|128
1804	371|724
1805	706|6793
1806	3420
1807	186|735
1808	763
1809	46|71|1454
1810	448|1605
1811	3061
1812	2251|3914
1813	575|2689
1814	7938|730
1815	3739|1475|27
1816	886
1817	1832|3977
1818	3922|31
1819	466|46|467|38
1820	1191
1821	430|39|1281
1822	70|49
1823	1231
1824	2466
1825	14769|279|237
1826	2337|1737|6
1827	3221
1828	278|52
1829	3064|10269
1830	5048
1831	1508|1128|38
1832	52107|36713|26595|43944|41109|21771|43944|60
1833	18093
1834	238|27|31
1835	12519
1836	1270
1837	371|252
1838	2551|105
1839	2198|52
1840	43|379|286
1841	475|1090|228
1842	910|67|2619
1843	25|73|107|4
1844	494|1600
1845	1379
1846	1027|264
1847	333|32
1848	50|2702|52
1849	2598|17
1850	51|72
1851	356
1852	103
1853	1117|971
1854	4529
1855	772|265
1856	406|49
1857	462|157
1858	1579
1859	5305
1860	45|773|2|818|31
1861	70|126|6
1862	911|344
1863	72
1864	46|667
1865	52|66
1866	443|52
1867	890|66
1868	3242
1869	238|679|27|290
1870	2534|136
1871	200|88|47|78
1872	1322|902|132
1873	952|105|13
1874	143|139
1875	462
1876	208|48
1877	916|31
1878	2218|570
1879	1291|70
1880	4836
1881	33|1009|67|2619
1882	1946|132
1883	407
1884	5860|38
1885	180|1078
1886	2795|782|116
1887	310|9847
1888	1104
1889	1508
1890	3498
1891	4430
1892	5511
1893	304|326
1894	67|2619|290
1895	5882
1896	1998
1897	46|467|91|38
1898	3028
1899	4547
1900	48|820
1901	2838
1902	2996
1903	3419|679|27
1904	1806|1983|139
1905	153
1906	3421|6
1907	1623|265|71
1908	1090
1909	636
1910	185|50739
1911	693
1912	430|3984|2|303
1913	2623
1914	7417|6551|679|27
1915	3525
1916	62|95
1917	40|376|31
1918	1726|2515
1919	4024
1920	2169|8498
1921	2171
1922	1035|7012
1923	1185|1238
1924	2439
1925	3180|3348
1926	463|27|1805|1271
1927	3687
1928	75|31|6
1929	2299
1930	1790|299|487
1931	249|1494
1932	680|3196
1933	1008|139
1934	770|1690
1935	842|211
1936	110|3568
1937	715|181
1938	310|6
1939	7719
1940	443|456|235
1941	248|207
1942	1405
1943	2430
1944	9051
1945	890|2034
1946	195
1947	12|35|221
1948	4124
1949	25|212
1950	227|1622
1951	2063|3923
1952	471
1953	1266|497
1954	538|379|286
1955	2510
1956	53|2608|570
1957	10339
1958	449|478|1156
1959	8754
1960	165|3422
1961	1581
1962	1804
1963	2054
1964	2965
1965	1396|456
1966	7891|5007
1967	4318|2756
1968	2991|2627
1969	50|29351
1970	5860|1482
1971	2902
1972	1219
1973	6488
1974	1426|488
1975	2583|318
1976	1955|1822
1977	10223
1978	5129
1979	142|65|211
1980	749
1981	7404|31|163|94
1982	25|1069
1983	300|374
1984	792|115
1985	6900
1986	42|239|887|150
1987	1684|103
1988	2549
1989	680|95
1990	2257|2151
1991	1755|7
1992	380|95
